exchange	symbol	date	stream	feature	delta_ms	h_ms	pressure_threshold	event_count	mean_abs_pressure	mean_signed_fwd_return_bps	t_stat	label
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	250	250	0.050000	350012	0.880912697943966	-0.110574607899519	-35.080416901280863	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	250	250	0.100000	346199	0.889791449528839	-0.109955180148136	-34.857307720468121	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	250	250	0.200000	338873	0.905790213934434	-0.112433657004432	-35.236413975640033	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	250	500	0.050000	350012	0.880912697943966	-0.125917749356335	-35.342054786463031	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	250	500	0.100000	346199	0.889791449528839	-0.124791547280638	-35.125584190101222	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	250	500	0.200000	338873	0.905790213934434	-0.127131036175828	-35.488923842156751	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	100	0.050000	348316	0.824559680215553	-0.048278151466904	-17.391332729773065	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	100	0.100000	343055	0.836054142643559	-0.049183233530823	-17.584792791582093	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	100	0.200000	332198	0.858463859305710	-0.051224834137945	-17.867722687180429	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	250	0.050000	348316	0.824559680215553	-0.044647126216524	-14.127391685596576	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	250	0.100000	343055	0.836054142643559	-0.045841083830077	-14.389451086438964	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	250	0.200000	332198	0.858463859305710	-0.048249266300182	-14.798469178402854	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	500	0.050000	348316	0.824559680215553	-0.060119611106752	-16.792674004663901	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	500	0.100000	343055	0.836054142643559	-0.062125438201309	-17.211834495014603	NO_EDGE
binance	solusdt	20260324	trade	signed_trade_volume_imbalance	500	500	0.200000	332198	0.858463859305710	-0.067329381788598	-18.295787071947483	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	100	0.050000	335116	0.937067343728166	-0.227354649752350	-128.001571440338296	ANTI_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	100	0.100000	333233	0.941936340582702	-0.228917351609451	-128.596635984709195	ANTI_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	100	0.200000	329792	0.950196540110601	-0.231721127047395	-129.524963193503339	ANTI_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	250	0.050000	335116	0.937067343728166	-0.193280694717536	-88.264297642375055	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	250	0.100000	333233	0.941936340582702	-0.194454156716583	-88.535062804896370	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	250	0.200000	329792	0.950196540110601	-0.196994624255366	-89.233042889405951	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	500	0.050000	335114	0.937066968138646	-0.182006530330297	-72.528070466409602	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	500	0.100000	333231	0.941935992093778	-0.183088462526804	-72.781123485499535	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	100	500	0.200000	329790	0.950196238079267	-0.185551202316563	-73.407752382705127	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	100	0.050000	332961	0.884269629777953	-0.135293906881282	-74.646692945946313	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	100	0.100000	329627	0.892450480164081	-0.136768204745499	-74.998599875492658	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	100	0.200000	322849	0.908036425894551	-0.138808278132915	-75.248526500013313	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	250	0.050000	332961	0.884269629777953	-0.101141717084427	-45.570910470810901	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	250	0.100000	329627	0.892450480164081	-0.102205669180660	-45.756851214485700	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	250	0.200000	322849	0.908036425894551	-0.104033829208471	-45.995539091228160	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	500	0.050000	332959	0.884268934615092	-0.085812647907664	-33.805985571815334	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	500	0.100000	329625	0.892449827607296	-0.086798859347062	-33.980039475119433	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	250	500	0.200000	322847	0.908035856190825	-0.088302598500907	-34.165971845628910	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	100	0.050000	331797	0.827986932039182	-0.060231821753129	-32.939465254534355	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	100	0.100000	326852	0.839375142427015	-0.060871208006704	-32.970645902969316	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	100	0.200000	316843	0.861154442310293	-0.061732033469179	-32.800241487071794	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	250	0.050000	331797	0.827986932039182	-0.024833099367065	-11.129695869649868	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	250	0.100000	326852	0.839375142427015	-0.024744070943405	-10.974867700781815	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	250	0.200000	316843	0.861154442310293	-0.024685570179743	-10.724155051283002	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	500	0.050000	331795	0.827985895175685	-0.006543984909590	-2.567360534139149	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	500	0.100000	326850	0.839374159561164	-0.006456244469979	-2.507074997117555	NO_EDGE
binance	solusdt	20260325	trade	signed_trade_volume_imbalance	500	500	0.200000	316841	0.861153565873520	-0.006393546742761	-2.434534614498377	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	100	0.050000	369397	0.927932438467676	-0.237090394060215	-105.742306612991257	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	100	0.100000	367036	0.933423115866924	-0.238741364832243	-106.210134674025070	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	100	0.200000	362539	0.943128631604461	-0.241571253782861	-106.955893033210714	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	250	0.050000	369397	0.927932438467676	-0.237025841655217	-92.710994960169444	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	250	0.100000	367036	0.933423115866924	-0.238136180819084	-92.978318987394331	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	250	0.200000	362539	0.943128631604461	-0.241461409973276	-93.959031048643610	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	500	0.050000	369396	0.927932243372005	-0.226338597087459	-76.952370937082705	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	500	0.100000	367035	0.933422934475821	-0.227402253050275	-77.284449305164401	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	100	500	0.200000	362538	0.943128474734375	-0.231143110379099	-78.568225462358100	ANTI_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	100	0.050000	367593	0.873150575679537	-0.142591930971355	-62.630126134414517	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	100	0.100000	363500	0.882138287133548	-0.144408806319280	-63.070118495652380	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	100	0.200000	355542	0.898501897614897	-0.147362583604129	-63.565652672088540	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	250	0.050000	367593	0.873150575679537	-0.134173539650055	-51.800443279287840	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	250	0.100000	363500	0.882138287133548	-0.136519417385506	-52.541121519525845	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	250	0.200000	355542	0.898501897614897	-0.140022493771673	-53.323813314506758	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	500	0.050000	367592	0.873150230597426	-0.124164462552694	-41.796178078351673	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	500	0.100000	363499	0.882137962891358	-0.126664128404103	-42.560940842191123	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	250	500	0.200000	355541	0.898501612139800	-0.129991627831450	-43.362099886316194	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	100	0.050000	365831	0.818650812493687	-0.064460407694381	-28.127024420273052	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	100	0.100000	360007	0.830687004355189	-0.065423726839951	-28.290994831196809	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	100	0.200000	348780	0.852595781210672	-0.066758727833773	-28.305572303847871	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	250	0.050000	365831	0.818650812493687	-0.056238710557042	-21.601062738307302	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	250	0.100000	360007	0.830687004355189	-0.057957613919689	-22.126822191552481	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	250	0.200000	348780	0.852595781210672	-0.059598811921457	-22.356323724506442	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	500	0.050000	365830	0.818651184554836	-0.046840183864024	-15.706409252023702	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	500	0.100000	360006	0.830687415868669	-0.047368757708211	-15.762669345185172	NO_EDGE
binance	solusdt	20260326	trade	signed_trade_volume_imbalance	500	500	0.200000	348779	0.852596268786182	-0.047858494797357	-15.753125921336277	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	100	0.050000	332502	0.925737265459783	-0.266184962792599	-78.246339513786438	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	100	0.100000	330168	0.931755981785190	-0.268885367472334	-78.822490376334031	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	100	0.200000	325663	0.942576039596479	-0.269532238075526	-79.652086891050118	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	250	0.050000	332501	0.925737042113883	-0.251438690303013	-68.383740104538191	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	250	0.100000	330167	0.931755775089734	-0.254693947788376	-69.309205546997688	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	250	0.200000	325662	0.942575863266539	-0.255113409723062	-69.774173258226199	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	500	0.050000	332501	0.925737042113883	-0.212845349328882	-50.202702657225089	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	500	0.100000	330167	0.931755775089734	-0.215300261291451	-50.923617787074910	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	100	500	0.200000	325662	0.942575863266539	-0.217909911658308	-51.887114551530154	ANTI_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	100	0.050000	330892	0.873962650532173	-0.176844397574803	-51.530384504891956	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	100	0.100000	326924	0.883670425051797	-0.180068858564393	-52.111929013395851	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	100	0.200000	319196	0.901441755339653	-0.183904792248675	-52.578457251283844	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	250	0.050000	330891	0.873962269629249	-0.147578319794329	-39.837690330834860	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	250	0.100000	326923	0.883670069220072	-0.150805360924746	-40.585137995980489	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	250	0.200000	319195	0.901441446568386	-0.154504940506708	-41.382239604481860	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	500	0.050000	330891	0.873962269629249	-0.104175723293763	-24.441299963655528	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	500	0.100000	326923	0.883670069220072	-0.107062167396380	-25.140352941048388	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	250	500	0.200000	319195	0.901441446568386	-0.115029537290137	-27.093747855203414	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	100	0.050000	329477	0.821387610760866	-0.093700411545825	-27.165162048427170	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	100	0.100000	323907	0.834228091536316	-0.096514241767716	-27.759436990169377	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	100	0.200000	313309	0.857368377353106	-0.096057123965970	-27.088903427222352	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	250	0.050000	329476	0.821387068650395	-0.071643871829311	-19.271291656193210	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	250	0.100000	323906	0.834227579746140	-0.075845653464041	-20.318770506168697	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	250	0.200000	313308	0.857367922108992	-0.069708651006790	-18.436630615610802	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	500	0.050000	329476	0.821387068650395	-0.026761587737573	-6.280251251065833	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	500	0.100000	323906	0.834227579746140	-0.031405337126606	-7.377093695835982	NO_EDGE
binance	solusdt	20260327	trade	signed_trade_volume_imbalance	500	500	0.200000	313308	0.857367922108992	-0.027108946074982	-6.308603199959965	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	100	0.050000	255099	0.950289242917593	-0.306152791909984	-136.116941415719197	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	100	0.100000	253909	0.954397936161476	-0.307453949359381	-136.474108080304120	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	100	0.200000	251591	0.961800815423622	-0.310233450511394	-137.380080884159867	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	250	0.050000	255099	0.950289242917593	-0.295517373855511	-117.282312019074681	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	250	0.100000	253909	0.954397936161476	-0.296200023053592	-117.504330525478693	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	250	0.200000	251591	0.961800815423622	-0.298524955072187	-118.402165915513805	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	500	0.050000	255098	0.950289048048300	-0.284767205890745	-99.138725069149430	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	500	0.100000	253908	0.954397756560701	-0.285626972057305	-99.398591860152735	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	100	500	0.200000	251590	0.961800663592490	-0.288923847070479	-100.785805528317795	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	100	0.050000	254125	0.907767232197868	-0.222830096870976	-97.272539769914786	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	100	0.100000	251891	0.915161465214167	-0.224277454019808	-97.689431744729546	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	100	0.200000	247621	0.928363815800490	-0.228842039664117	-99.032414988553612	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	250	0.050000	254125	0.907767232197868	-0.215582449430028	-84.543455155675304	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	250	0.100000	251891	0.915161465214167	-0.217409436264684	-85.210458902572341	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	250	0.200000	247621	0.928363815800490	-0.222001039058123	-86.796268674105761	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	500	0.050000	254124	0.907766869253833	-0.199251258244413	-68.808678610326481	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	500	0.100000	251890	0.915161128406206	-0.200918322701142	-69.442239203374299	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	250	500	0.200000	247620	0.928363526501538	-0.203432672182944	-70.354047969096484	ANTI_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	100	0.050000	253173	0.859359621939998	-0.136926899389744	-58.881291473149474	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	100	0.100000	249910	0.869606218647692	-0.138523725119722	-59.292553938331459	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	100	0.200000	243457	0.888674578490497	-0.143198333376203	-60.472207861506547	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	250	0.050000	253173	0.859359621939998	-0.128381626745386	-49.718465427548686	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	250	0.100000	249910	0.869606218647692	-0.129234106925795	-49.855142117284458	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	250	0.200000	243457	0.888674578490497	-0.133546689617485	-51.106157059588199	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	500	0.050000	253172	0.859359066426811	-0.105530773376161	-36.055676137228417	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	500	0.100000	249909	0.869605696882617	-0.105858614588155	-36.186615930371239	NO_EDGE
binance	solusdt	20260328	trade	signed_trade_volume_imbalance	500	500	0.200000	243456	0.888674121219252	-0.110656342540803	-37.837108271186544	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	100	0.050000	247197	0.960602451263392	-0.057743795471342	-36.483296087571112	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	100	0.100000	246316	0.963773006166411	-0.058177135268010	-36.699259322956429	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	100	0.200000	244552	0.969645609246906	-0.058647692450280	-36.866245135866521	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	250	0.050000	247195	0.960604279039628	-0.037729913616366	-20.265260123461879	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	250	0.100000	246314	0.963774866224128	-0.037955242467960	-20.353676427264375	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	250	0.200000	244550	0.969647530749514	-0.038475817641929	-20.579997516275267	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	500	0.050000	247195	0.960604279039628	-0.017954618903060	-8.137175020291197	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	500	0.100000	246314	0.963774866224128	-0.017984511861765	-8.141862300392921	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	100	500	0.200000	244550	0.969647530749514	-0.017840917957678	-8.063936297773028	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	100	0.050000	246284	0.924623401528168	-0.022411670591588	-14.085654252264703	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	100	0.100000	244602	0.930464494630980	-0.022704498752888	-14.205403086942850	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	100	0.200000	241287	0.941185206360196	-0.023010664413960	-14.281649910922095	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	250	0.050000	246282	0.924624943902550	-0.000394614365233	-0.211113681583916	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	250	0.100000	244600	0.930466095371919	-0.000512591142756	-0.273052948749643	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	250	0.200000	241285	0.941186917957092	-0.000651452969498	-0.344488254317778	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	500	0.050000	246282	0.924624943902550	0.020835073437155	9.414324376841362	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	500	0.100000	244600	0.930466095371919	0.020856562856469	9.388403875681096	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	250	500	0.200000	241285	0.941186917957092	0.021058010442532	9.419209114676050	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	100	0.050000	245447	0.879509689980729	0.012892783991082	8.088517752579484	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	100	0.100000	242732	0.888508720902824	0.012546242067494	7.820947281221098	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	100	0.200000	237541	0.904641020435670	0.012635513199736	7.768812351025716	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	250	0.050000	245445	0.879510870007311	0.035912719318663	19.208333839013395	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	250	0.100000	242730	0.888509988276804	0.035768078524490	19.018104277698420	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	250	0.200000	237539	0.904642451334534	0.036042868050326	18.928611854557225	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	500	0.050000	245445	0.879510870007311	0.055938136416315	25.289561139852239	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	500	0.100000	242730	0.888509988276804	0.056097865609088	25.230053003775698	NO_EDGE
binance	xrpusdt	20260324	trade	signed_trade_volume_imbalance	500	500	0.200000	237539	0.904642451334534	0.057296518108868	25.492063747313679	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	100	0.050000	207181	0.966582872417484	-0.057356491913620	-23.676753687677660	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	100	0.100000	206634	0.968944313283380	-0.057498617571474	-23.688763549087319	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	100	0.200000	205489	0.973501156283240	-0.057457263131830	-23.602055634445634	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	250	0.050000	207181	0.966582872417484	-0.034498410564508	-12.834204812066742	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	250	0.100000	206634	0.968944313283380	-0.034446358175522	-12.797492664145841	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	250	0.200000	205489	0.973501156283240	-0.034162461231534	-12.649549080314149	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	500	0.050000	207180	0.966582711122344	-0.019948411176942	-6.781851040721069	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	500	0.100000	206633	0.968944162989447	-0.019964215291569	-6.778354109416943	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	100	500	0.200000	205488	0.973501027327567	-0.019879890615817	-6.729062200428957	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	100	0.050000	206607	0.936270653382211	-0.021825797574030	-8.976346971655570	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	100	0.100000	205546	0.940713617315440	-0.022382643011107	-9.184096261261571	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	100	0.200000	203373	0.949161342966446	-0.022135142514816	-9.017429683271265	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	250	0.050000	206607	0.936270653382211	0.002428582169006	0.900788447807184	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	250	0.100000	205546	0.940713617315440	0.002147528247833	0.795728061878015	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	250	0.200000	203373	0.949161342966446	0.002408120123811	0.885951300600745	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	500	0.050000	206606	0.936270344923860	0.016541925821357	5.611374513489817	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	500	0.100000	205545	0.940713328880391	0.016207418556712	5.491530949258509	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	250	500	0.200000	203372	0.949161092987803	0.016697243173410	5.621311099023432	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	100	0.050000	205965	0.897967681954502	0.012288195402364	5.041977334395431	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	100	0.100000	204227	0.904968924848177	0.012126228757827	4.944076307118966	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	100	0.200000	200725	0.918141275083392	0.012734132056177	5.125638729315831	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	250	0.050000	205965	0.897967681954502	0.036957284850157	13.685400710893751	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	250	0.100000	204227	0.904968924848177	0.037111851218190	13.659232494085787	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	250	0.200000	200725	0.918141275083392	0.038022260817999	13.821244880126345	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	500	0.050000	205964	0.897967186565416	0.052264622715461	17.712612779645262	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	500	0.100000	204226	0.904968459525079	0.052257160569460	17.615833093956926	NO_EDGE
binance	xrpusdt	20260325	trade	signed_trade_volume_imbalance	500	500	0.200000	200724	0.918140867266067	0.053383527651790	17.807708925544489	NO_EDGE
binance	xrpusdt	20260326	trade	signed_trade_volume_imbalance	100	100	0.050000	258533	0.951600750519905	-0.135325525484247	-62.632718537375190	NO_EDGE
binance	xrpusdt	20260326	trade	signed_trade_volume_imbalance	100	100	0.100000	257441	0.955322199917332	-0.136075240141837	-62.850134053663638	NO_EDGE
binance	xrpusdt	20260326	trade	signed_trade_volume_imbalance	100	100	0.200000	255189	0.962420800468717	-0.136706032848738	-63.116524991071934	NO_EDGE
binance	xrpusdt	20260326	trade	signed_trade_volume_imbalance	100	250	0.050000	258533	0.951600750519905	-0.128455421881617	-49.789848960963901	NO_EDGE
binance	xrpusdt	20260326	trade	signed_trade_volume_imbalance	100	250	0.100000	257441	0.955322199917332	-0.129342411299349	-50.071626335001945	NO_EDGE
binance	xrpusdt	20260326	trade	signed_trade_volume_imbalance	100	250	0.200000	255189	0.962420800468717	-0.128836356335628	-50.032084049101414	NO_EDGE
