rank	class_rank	review_class	class_priority	score	research_score	shadow_score	v0_rank	v0_score	decision_tier	pack_id	pack_path	selected_family_ids	family_roles	translation_statuses	runtime_binding_statuses	trade_surface_bucket	shadow_tradeability_classes	hard_guard_reason	shadow_evidence_reason	det_ratio	det_pass	det_supported	det_skipped	max_rss_kb	max_elapsed_sec	context_flags	candidate_status	shadow_run_count	fill_backed_run_count	profitability_interpretable_run_count	no_fill_activity_count	fill_backed_open_count	fill_backed_flat_count	closed_cycle_count	realized_pnl_sum	latest_trade_closed_at	last_shadow_observed_at	latest_pnl_interpretation	recent_pnl_bias	outcome_class	outcome_attention_flag	watch_status	horizon_evidence_bucket	score_explanation
21	20	UNSEEN	3	57.749787	57.749787	0.000000	69	57.749787	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260221..20260221-20260307_212951-1afaaacf-t1__FULLSCAN_MAJOR__c333f8c93b634c759a777bc8833a614cfbfc6728d4155f484440b853fbdda1ce	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260221..20260221-20260307_212951-1afaaacf-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	277676.0	51.71	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=57.749787;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
22	21	UNSEEN	3	57.652773	57.652773	0.000000	71	57.652773	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260314..20260314-20260315_033647-54bb10e3-t1__FULLSCAN_MAJOR__047117418366ad764c2c38b0991f9aaa2929f116ad8f24a04dc3483c9cb664d3	/home/deploy/quantlab-evidence-archive/20260315_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260314..20260314-20260315_033647-54bb10e3-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	282112.0	56.2	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=57.652773;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
23	22	UNSEEN	3	57.280893	57.280893	0.000000	72	57.280893	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260302..20260303-20260306_094633-d5dbd181-t1__FULLSCAN_MAJOR__ff80c569bcaa0490aa4ffb44aa9a9c286eda5828222da2a9996fe20a1495eacf	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260302..20260303-20260306_094633-d5dbd181-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	35	35	7	324688.0	65.74	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=57.280893;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
24	23	UNSEEN	3	57.234227	57.234227	0.000000	73	57.234227	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260307..20260307-20260308_174547-d26db6d0-t1__FULLSCAN_MAJOR__74f4dab401f94d366444210fa407701cb2add52e7b6b8e4c3cc4b34456e039b4	/home/deploy/quantlab-evidence-archive/20260308_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260307..20260307-20260308_174547-d26db6d0-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	328688.0	67.34	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=57.234227;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
25	24	UNSEEN	3	57.227033	57.227033	0.000000	74	57.227033	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260303..20260304-20260306_113334-eacbdf5c-t1__FULLSCAN_MAJOR__2456938e47702497f5c2107075a4bd8b6e40b72f2f5af8f03eaf9692ecbd92f4	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260303..20260304-20260306_113334-eacbdf5c-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	35	35	7	326060.0	68.56	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=57.227033;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
26	25	UNSEEN	3	57.079820	57.079820	0.000000	75	57.079820	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260104..20260104-20260306_132910-64ab9364-t1__FULLSCAN_MAJOR__470998239d0ff4a287d41b412dfadc9877179b4e5991f18ae5a682060bd047c5	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260104..20260104-20260306_132910-64ab9364-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	502236.0	24.54	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=57.079820;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
27	26	UNSEEN	3	56.802393	56.802393	0.000000	77	56.802393	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260117..20260117-20260306_210212-1a441c1e-t1__FULLSCAN_MAJOR__23cfd9796dab7d75190973d72ed41254529eea262d8094c1500f3e4b17ccbfc6	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260117..20260117-20260306_210212-1a441c1e-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	5	5	1	525688.0	34.15	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=56.802393;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
28	27	UNSEEN	3	56.795580	56.795580	0.000000	78	56.795580	PROMOTE	multi-hypothesis-phase5-day-benchmark-binance-trade-20260104-20260306_102926__FULLSCAN_MAJOR__b56c960fa2b5365433d20003eae450803cc5929382ae44940b179c73487bc969	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-day-benchmark-binance-trade-20260104-20260306_102926__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	562684.0	23.46	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=56.795580;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
29	28	UNSEEN	3	55.725780	55.725780	0.000000	81	55.725780	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260106..20260106-20260306_175724-0759b8da-t1__FULLSCAN_MAJOR__68b8b838a4fa3fe1e421817c019c5e7c3f51c83c46196201e3c01b38b9ef821f	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260106..20260106-20260306_175724-0759b8da-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	5	5	1	698044.0	47.04	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=55.725780;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
30	29	UNSEEN	3	54.945227	54.945227	0.000000	82	54.945227	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260122..20260122-20260306_221018-a5a73db4-t1__FULLSCAN_MAJOR__6b9bbac0774b191313ef8636b0787649411875663abecfc4c518f664570860f5	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260122..20260122-20260306_221018-a5a73db4-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	570888.0	132.02	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=54.945227;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
31	30	UNSEEN	3	54.501273	54.501273	0.000000	84	54.501273	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260110..20260110-20260306_191628-45744fbd-t1__FULLSCAN_MAJOR__5486ce35eaa8fda8b67519c16f53424496e4ec23f286c51833b830e1146137ba	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260110..20260110-20260306_191628-45744fbd-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	81712.0	5.41	MARK=WARN;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=54.501273;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
32	31	UNSEEN	3	54.481853	54.481853	0.000000	85	54.481853	PROMOTE	multi-hypothesis-phase5-bighunt-okx-trade-20260116..20260116-20260306_205855-f52a70ed-t1__FULLSCAN_MAJOR__4b69784c2ecbc83b4c74f37b776729aa344ac86004aea99c6d31ca272f847c90	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-okx-trade-20260116..20260116-20260306_205855-f52a70ed-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	5	5	1	83696.0	5.98	MARK=WARN;FUNDING=PASS;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=54.481853;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
33	32	UNSEEN	3	54.088387	54.088387	0.000000	87	54.088387	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260121..20260121-20260306_214501-4e811022-t1__FULLSCAN_MAJOR__7afa062325a96355adbbe0d6346dced5f8d0053b78c255359cabdf2194316a8f	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260121..20260121-20260306_214501-4e811022-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	131956.0	15.11	MARK=WARN;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=54.088387;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
34	33	UNSEEN	3	54.080980	54.080980	0.000000	88	54.080980	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260208..20260208-20260307_035241-27e31b23-t1__FULLSCAN_MAJOR__d20f94a082e3b2941e628382be75c0c84f3324cb7b9191cba7f4516496473681	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260208..20260208-20260307_035241-27e31b23-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	651404.0	159.72	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=54.080980;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
35	34	UNSEEN	3	54.069587	54.069587	0.000000	89	54.069587	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260114..20260114-20260306_195953-93f14058-t1__FULLSCAN_MAJOR__5124034542d4a116c97b8522371610001d68049b5f91123bad451397e8442b47	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260114..20260114-20260306_195953-93f14058-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	666416.0	155.9	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=54.069587;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
36	35	UNSEEN	3	53.759793	53.759793	0.000000	91	53.759793	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260218..20260218-20260307_204156-ab940c9e-t1__FULLSCAN_MAJOR__9f96e7e73a8952a61716258a1a5a46b93e049f01fefb416d32434299c618bcfb	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260218..20260218-20260307_204156-ab940c9e-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	35	35	7	165408.0	24.79	MARK=WARN;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=53.759793;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
37	36	UNSEEN	3	52.381520	52.381520	0.000000	95	52.381520	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260210..20260210-20260307_174433-a6aebc54-t1__FULLSCAN_MAJOR__32e990d17f04bd1e999509bd49521df80cd344189f61f7f6253e472b3804023b	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260210..20260210-20260307_174433-a6aebc54-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	839696.0	205.2	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=52.381520;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
38	37	UNSEEN	3	52.026067	52.026067	0.000000	96	52.026067	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260211..20260211-20260307_182254-aeef712d-t1__FULLSCAN_MAJOR__109ef38d55b417d72fb6cd6e401bce04ebb6725c7e63c4fb43058018b4b69ca4	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260211..20260211-20260307_182254-aeef712d-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	887120.0	212.3	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=52.026067;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
39	38	UNSEEN	3	51.717747	51.717747	0.000000	98	51.717747	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260124..20260124-20260306_224806-9217e92f-t1__FULLSCAN_MAJOR__5c082b732a585add2d4dd97b244007453b25b3999e161abe14d9b0ee5d9bd628	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260124..20260124-20260306_224806-9217e92f-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	20	20	4	1341084.0	94.61	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=51.717747;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
40	39	UNSEEN	3	50.104127	50.104127	0.000000	99	50.104127	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260129..20260129-20260307_015448-7215d644-t1__FULLSCAN_MAJOR__fb237d12aefa9c9c32ae83cfa1c7d5cc157298291d8b05745e9a26843c682bbd	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260129..20260129-20260307_015448-7215d644-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	1347608.0	189.47	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=50.104127;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
41	40	UNSEEN	3	50.019513	50.019513	0.000000	100	50.019513	PROMOTE	multi-hypothesis-phase5-bighunt-okx-trade-20260112..20260112-20260306_194647-f3732d7d-t1__FULLSCAN_MAJOR__a2f14ac3eefec33d888700a217e805c5e6c5b16859f76c186859fec8fd3bf141	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-okx-trade-20260112..20260112-20260306_194647-f3732d7d-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	5	5	1	560164.0	130.78	MARK=WARN;FUNDING=PASS;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=50.019513;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
42	41	UNSEEN	3	49.990893	49.990893	0.000000	101	49.990893	PROMOTE	multi-hypothesis-phase5-bighunt-okx-trade-20260107..20260107-20260306_183037-ccafb196-t1__FULLSCAN_MAJOR__c9b25ff2ee73679ae97b667d2e208bd1e817288901b8cf18779ba0bfe4a3c914	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-okx-trade-20260107..20260107-20260306_183037-ccafb196-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	5	5	1	566988.0	130.45	MARK=WARN;FUNDING=PASS;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=49.990893;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
43	42	UNSEEN	3	49.954153	49.954153	0.000000	102	49.954153	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260123..20260123-20260306_223341-14b84771-t1__FULLSCAN_MAJOR__2c7ff062e01fd56541cc28fa6f89ed8acf6a7ab849ef36e08028536c36e3dd1e	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260123..20260123-20260306_223341-14b84771-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	569836.0	131.8	MARK=WARN;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=49.954153;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
