rank	class_rank	review_class	class_priority	score	research_score	shadow_score	v0_rank	v0_score	decision_tier	pack_id	pack_path	selected_family_ids	family_roles	translation_statuses	runtime_binding_statuses	trade_surface_bucket	shadow_tradeability_classes	hard_guard_reason	shadow_evidence_reason	det_ratio	det_pass	det_supported	det_skipped	max_rss_kb	max_elapsed_sec	context_flags	candidate_status	shadow_run_count	fill_backed_run_count	profitability_interpretable_run_count	no_fill_activity_count	fill_backed_open_count	fill_backed_flat_count	closed_cycle_count	realized_pnl_sum	latest_trade_closed_at	last_shadow_observed_at	latest_pnl_interpretation	recent_pnl_bias	outcome_class	outcome_attention_flag	watch_status	horizon_evidence_bucket	score_explanation
44	43	UNSEEN	3	49.786553	49.786553	0.000000	103	49.786553	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260115..20260115-20260306_203035-2a65e9d0-t1__FULLSCAN_MAJOR__ff21929d1fd4d1958a603793b6e4d5dbcba9d9b06426c1af4fc2e6d359071a50	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260115..20260115-20260306_203035-2a65e9d0-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	15	15	3	584556.0	137.44	MARK=WARN;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=49.786553;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
45	44	UNSEEN	3	49.148893	49.148893	0.000000	104	49.148893	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260203..20260203-20260307_025556-bf3a78e9-t1__FULLSCAN_MAJOR__4a020d49e5cff5a25d7dec9341dad9394d46ccd737a6cf45816f018487990806	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260203..20260203-20260307_025556-bf3a78e9-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	1171288.0	299.68	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=49.148893;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
46	45	UNSEEN	3	49.102947	49.102947	0.000000	105	49.102947	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260105..20260105-20260306_172655-28e17bc8-t1__FULLSCAN_MAJOR__751857de5b715a097ccc2df74b09a90235c36bc8c01407718282295bd227c109	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260105..20260105-20260306_172655-28e17bc8-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	710744.0	140.6	MARK=WARN;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=49.102947;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
47	46	UNSEEN	3	48.975580	48.975580	0.000000	106	48.975580	PROMOTE	multi-hypothesis-phase5-bighunt-okx-trade-20260122..20260122-20260306_221828-28523733-t1__FULLSCAN_MAJOR__066147494550bcf4b8c7d807a6124d7e254094cc9094a82fa877c3e447a97f0d	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-okx-trade-20260122..20260122-20260306_221828-28523733-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	10	10	2	679684.0	157.56	MARK=WARN;FUNDING=PASS;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=48.975580;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
48	47	UNSEEN	3	48.237700	48.237700	0.000000	108	48.237700	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260126..20260126-20260306_234314-3c90bac0-t1__FULLSCAN_MAJOR__bd7c0351d59f666e4bca3f75240dbf81f4e23563f492f5cea7931f6631cea73d	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260126..20260126-20260306_234314-3c90bac0-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	1865760.0	146.01	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=48.237700;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
49	48	UNSEEN	3	48.082353	48.082353	0.000000	109	48.082353	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260127..20260127-20260307_002719-09d1bb2e-t1__FULLSCAN_MAJOR__d1f931f6386fcfb70f46c1ebaf8dd39e16dd790a36b804aeed81975472127ae0	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260127..20260127-20260307_002719-09d1bb2e-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	1781596.0	180.58	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=48.082353;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
50	49	UNSEEN	3	47.746687	47.746687	0.000000	110	47.746687	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260226..20260227-20260305_151319-51538807-t1__FULLSCAN_MAJOR__8ac2b96b23fa74bc83b194c6873debdbd2fe5d3c46556b1ef0a8725a137a758a	/home/deploy/quantlab-evidence-archive/20260305_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260226..20260227-20260305_151319-51538807-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	35	35	7	268996.0	54.5	MARK=NA;FUNDING=NA;OI=NA	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=47.746687;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
51	50	UNSEEN	3	47.550833	47.550833	0.000000	111	47.550833	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260227..20260228-20260305_151704-70b0f1f2-t1__FULLSCAN_MAJOR__019c89bf9e4986b03df85ef2f7f72e6367aec30c55fe59a76329e81e716e3e1d	/home/deploy/quantlab-evidence-archive/20260305_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260227..20260228-20260305_151704-70b0f1f2-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	35	35	7	292500.0	59.2	MARK=NA;FUNDING=NA;OI=NA	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=47.550833;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
52	51	UNSEEN	3	47.452507	47.452507	0.000000	112	47.452507	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260128..20260128-20260307_011221-8407b3d3-t1__FULLSCAN_MAJOR__ec98bad7de5d542800d3ad56cba327d120e6abd1f8b34f1c994f9fd2a3f2c150	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260128..20260128-20260307_011221-8407b3d3-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	1981532.0	158.39	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=47.452507;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
53	52	UNSEEN	3	35.283167	35.283167	0.000000	113	35.283167	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260126..20260127-20260305_083648__FULLSCAN_MAJOR__ebd38ebaf46bc6e517de467e8934695a51b2ddfaa11fd85c6c3cd7e3aa2c37d9	/home/deploy/quantlab-evidence-archive/20260305_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260126..20260127-20260305_083648__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	2305968.0	283.01	MARK=NA;FUNDING=NA;OI=NA	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=35.283167;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
54	53	UNSEEN	3	35.236000	35.236000	0.000000	114	35.236000	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260126..20260127-20260305_143035-3a902547-t1__FULLSCAN_MAJOR__1b6f450b5fdc49667e1a8876dc3ebe7e852f9b681f074025f0f408840c4bc1d6	/home/deploy/quantlab-evidence-archive/20260305_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260126..20260127-20260305_143035-3a902547-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	2117556.0	285.84	MARK=NA;FUNDING=NA;OI=NA	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=35.236000;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
55	54	UNSEEN	3	35.217333	35.217333	0.000000	115	35.217333	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260126..20260127-20260305_092410-67fecfdd-t1__FULLSCAN_MAJOR__69497c795097c9ae2f088717297d039f279126d919515ba75c95931a0f7dcdeb	/home/deploy/quantlab-evidence-archive/20260305_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260126..20260127-20260305_092410-67fecfdd-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	2303252.0	286.96	MARK=NA;FUNDING=NA;OI=NA	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=35.217333;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
56	55	UNSEEN	3	35.128333	35.128333	0.000000	117	35.128333	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260127..20260128-20260305_140837-a1512783-t2__FULLSCAN_MAJOR__8736983bb5e4c7826c7d88085a27231e2fb834bc9a2f4e6cfcf149988c4330e8	/home/deploy/quantlab-evidence-archive/20260305_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260127..20260128-20260305_140837-a1512783-t2__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NO_SHADOW_HISTORY	1.000000	45	45	9	2125480.0	292.3	MARK=NA;FUNDING=NA;OI=NA	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNSEEN;surface=RUNNABLE_DIRECTIONAL;reason=NO_SHADOW_HISTORY;research=35.128333;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
57	1	NO_SIGNAL	4	58.288327	58.788327	-0.500000	45	58.788327	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260214..20260214-20260307_194028-8a3131f7-t1__FULLSCAN_MAJOR__4321db8bcf29cbd86ec527f7637e035a044bcc34acb9f9df1fc25466b724ff52	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260214..20260214-20260307_194028-8a3131f7-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	OBSERVED_NO_FILL_BACKED_SIGNAL	1.000000	35	35	7	163068.0	23.78	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	1	0	0	1	0	0	0	0.000000		2026-03-16T07:26:06Z	FLAT_NO_FILLS	FLAT_BIAS	STABLE_FLAT	false	INACTIVE	NO_FILL_ACTIVITY	class=NO_SIGNAL;surface=RUNNABLE_DIRECTIONAL;reason=OBSERVED_NO_FILL_BACKED_SIGNAL;research=58.788327;shadow=-0.500000;runs=1;fills=0;trades=0;pnl=0.000000;outcome=STABLE_FLAT
58	2	NO_SIGNAL	4	58.272287	58.772287	-0.500000	46	58.772287	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260312..20260312-20260313_035447-26a42e35-t1__FULLSCAN_MAJOR__6970c1af8b30624dcdcad1701abaccb079d90e551b8bc66f1d69ea75384e0395	/home/deploy/quantlab-evidence-archive/20260313_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260312..20260312-20260313_035447-26a42e35-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	OBSERVED_NO_FILL_BACKED_SIGNAL	1.000000	35	35	7	163076.0	24.74	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	1	0	0	1	0	0	0	0.000000		2026-03-16T07:31:10Z	FLAT_NO_FILLS	FLAT_BIAS	STABLE_FLAT	false	INACTIVE	NO_FILL_ACTIVITY	class=NO_SIGNAL;surface=RUNNABLE_DIRECTIONAL;reason=OBSERVED_NO_FILL_BACKED_SIGNAL;research=58.772287;shadow=-0.500000;runs=1;fills=0;trades=0;pnl=0.000000;outcome=STABLE_FLAT
59	3	NO_SIGNAL	4	57.748700	58.748700	-1.000000	48	58.748700	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260220..20260220-20260307_211155-2b6661b0-t1__FULLSCAN_MAJOR__30395e47ca66656c9145a313820cb279cdf0c67eaf8ea62e4299d6178647a296	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260220..20260220-20260307_211155-2b6661b0-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	OBSERVED_NO_FILL_BACKED_SIGNAL	1.000000	35	35	7	167460.0	24.84	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	ACTIVE	UNKNOWN	class=NO_SIGNAL;surface=RUNNABLE_DIRECTIONAL;reason=OBSERVED_NO_FILL_BACKED_SIGNAL;research=58.748700;shadow=-1.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
60	4	NO_SIGNAL	4	57.723567	58.723567	-1.000000	49	58.723567	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260212..20260212-20260307_190811-305e36d6-t1__FULLSCAN_MAJOR__38c9532cf07240734c43483156461431f2e36ddaf49ce3a1b35eab0e1976745f	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260212..20260212-20260307_190811-305e36d6-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	OBSERVED_NO_FILL_BACKED_SIGNAL	1.000000	35	35	7	170620.0	25.4	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	ACTIVE	UNKNOWN	class=NO_SIGNAL;surface=RUNNABLE_DIRECTIONAL;reason=OBSERVED_NO_FILL_BACKED_SIGNAL;research=58.723567;shadow=-1.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
61	1	WEAK	5	86.942920	81.042920	5.900000	7	81.042920	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-trade-20260107..20260107-20260306_182339-085459e1-t1__FULLSCAN_MAJOR__adadb3fb6a50be0cb204257bc83e1a485d66b86f76e4c61cd7b72de8affe21ff	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260107..20260107-20260306_182339-085459e1-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	RUNNABLE_DIRECTIONAL	DIRECTIONAL	BOUND_DIRECTIONAL_RUNTIME	NEGATIVE_REALIZED_SHADOW	1.000000	5	5	1	453616.0	101.34	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	39	37	36	2	36	1	1	-229.148960	2026-03-15T15:21:34Z	2026-03-16T06:29:12Z	FLAT_NO_FILLS	FLAT_BIAS	STABLE_FLAT	true	INACTIVE	CLOSED_CYCLE_PRESENT	class=WEAK;surface=RUNNABLE_DIRECTIONAL;reason=NEGATIVE_REALIZED_SHADOW;research=81.042920;shadow=5.900000;runs=39;fills=37;trades=1;pnl=-229.148960;outcome=STABLE_FLAT
62	2	WEAK	5	62.779029	58.806807	3.972222	43	58.806807	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260219..20260219-20260307_205704-1693779d-t1__FULLSCAN_MAJOR__17450945191bc84476ad00ca57ea1144aa94b841302c6a30666e9d055b191cfa	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260219..20260219-20260307_205704-1693779d-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NEGATIVE_REALIZED_SHADOW	1.000000	35	35	7	161172.0	23.24	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	13	7	7	6	5	2	3	-0.555564	2026-03-16T06:31:35Z	2026-03-16T07:00:53Z	FLAT_NO_FILLS	FLAT_BIAS	STABLE_FLAT	true	INACTIVE	CLOSED_CYCLE_PRESENT	class=WEAK;surface=RUNNABLE_DIRECTIONAL;reason=NEGATIVE_REALIZED_SHADOW;research=58.806807;shadow=3.972222;runs=13;fills=7;trades=3;pnl=-0.555564;outcome=STABLE_FLAT
63	3	WEAK	5	55.790684	58.790813	-3.000129	44	58.790813	PROMOTE	multi-hypothesis-phase5-bighunt-binance-trade-20260217..20260217-20260307_202639-d50308f1-t1__FULLSCAN_MAJOR__0ed2163a25825fb69199b5b3c917e0412d8555b71f57d3507335e51aae0125ab	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-trade-20260217..20260217-20260307_202639-d50308f1-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	BOUND_SHADOW_RUNNABLE,UNBOUND_TRANSLATION_REJECTED	RUNNABLE_DIRECTIONAL	DIRECTIONAL,UNBOUND	BOUND_DIRECTIONAL_RUNTIME	NEGATIVE_REALIZED_SHADOW	1.000000	35	35	7	163804.0	23.41	MARK=WARN;FUNDING=PASS;OI=PASS	NEW	8	3	3	5	2	1	2	-0.002579	2026-03-16T07:21:03Z	2026-03-16T07:21:03Z	REALIZED_LOSS	FLAT_BIAS	MIXED_RECENT	true	INACTIVE	CLOSED_CYCLE_PRESENT	class=WEAK;surface=RUNNABLE_DIRECTIONAL;reason=NEGATIVE_REALIZED_SHADOW;research=58.790813;shadow=-3.000129;runs=8;fills=3;trades=2;pnl=-0.002579;outcome=MIXED_RECENT
64	1	OBSERVE_ONLY	6	85.034273	84.534273	0.500000	1	84.534273	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-bybit-bbo-20260123..20260123-20260306_223808-e82ed9c0-t1__FULLSCAN_MAJOR__5979d5ea67bd3cb9eb515f0a91210ecc2486345d42cf93e9504bc1bec2078590	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-bybit-bbo-20260123..20260123-20260306_223808-e82ed9c0-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	1	1	5	85212.0	2.38	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	13	0	0	13	0	0	0	0.000000		2026-03-09T04:51:40Z	FLAT_NO_FILLS	FLAT_BIAS	STABLE_FLAT	false	INACTIVE	NO_FILL_ACTIVITY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=84.534273;shadow=0.500000;runs=13;fills=0;trades=0;pnl=0.000000;outcome=STABLE_FLAT
65	2	OBSERVE_ONLY	6	84.530507	84.530507	0.000000	2	84.530507	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-bybit-bbo-20260108..20260108-20260306_184546-9de45c6d-t1__FULLSCAN_MAJOR__255f98f931649cfa357b4d27bbec76d309b16b8baedabaa4d76c8f4539a54b2f	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-bybit-bbo-20260108..20260108-20260306_184546-9de45c6d-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	1	1	5	87532.0	1.91	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=84.530507;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
